source,target,shared_papers,fractional_weight,papers
Huazuo Gao,Wenfeng Liang,11,0.3274192462621325,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMoE；Insights into DeepSeek-V3；Native Sparse Attention；mHC
Junxiao Song,Qihao Zhu,10,0.29075405386938596,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-Prover-V1.5；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMath
Junxiao Song,Zhihong Shao,10,0.29075405386938596,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-Prover-V1.5；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMath
Kai Dong,Yu Wu,9,0.19122539625249305,DeepSeek LLM；DeepSeek-Coder；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2
Kai Dong,Zhenda Xie,10,0.26265396768106447,DeepSeek LLM；DeepSeek-Coder；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL；DeepSeek-VL2
Liyue Zhang,Panpan Huang,8,0.1978766397458418,DeepSeek LLM；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DualPath；Insights into DeepSeek-V3
Liyue Zhang,Shangyan Zhou,8,0.1978766397458418,DeepSeek LLM；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DualPath；Insights into DeepSeek-V3
Liyue Zhang,Shunfeng Zhou,7,0.12644806831727037,DeepSeek LLM；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DualPath
Panpan Huang,Shangyan Zhou,8,0.1978766397458418,DeepSeek LLM；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DualPath；Insights into DeepSeek-V3
Panpan Huang,Shunfeng Zhou,7,0.12644806831727037,DeepSeek LLM；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DualPath
Peiyi Wang,Runxin Xu,9,0.3122876673147641,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMath；Generalist Reward Modeling
Peiyi Wang,Yu Wu,9,0.3122876673147641,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMath；Generalist Reward Modeling
Qihao Zhu,Xiao Bi,9,0.25276385779095456,DeepSeek LLM；DeepSeek-Coder；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMath
Qihao Zhu,Zhihong Shao,11,0.41575405386938596,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-Prover；DeepSeek-Prover-V1.5；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMath
Runxin Xu,Yu Wu,11,0.5747876673147639,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMath；DeepSeekMoE；ESFT；Generalist Reward Modeling
Shirong Ma,Zhihong Shao,9,0.25325405386938593,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMath-V2
Wen Liu,Zhenda Xie,10,0.3958619877311898,DeepSeek LLM；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL；DeepSeek-VL2；Janus；Janus-Pro
Wenfeng Liang,Zhenda Xie,12,0.4162470850899713,Conditional Memory；DeepSeek LLM；DeepSeek-Coder；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMoE；Native Sparse Attention；mHC
Xingkai Yu,Zhenda Xie,11,0.4638564932256952,Conditional Memory；DeepSeek LLM；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2；DeepSeekMoE；Janus；Janus-Pro
Yaofeng Sun,Yukun Li,9,1.0815762734454757,DeepSeek LLM；DeepSeek-OCR；DeepSeek-OCR 2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2
Damai Dai,Wangding Zeng,10,0.3211490458742851,Conditional Memory；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMoE；Native Sparse Attention；mHC
Wangding Zeng,Wenfeng Liang,10,0.3211490458742851,Conditional Memory；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMoE；Native Sparse Attention；mHC
Bingxuan Wang,Hao Yang,2,0.08086253369272237,DeepSeek-V2；DeepSeek-VL
Bo Liu,Hao Yang,2,0.08086253369272237,DeepSeek-V2；DeepSeek-VL
Aixin Liu,Bingxuan Wang,6,0.09239601375322469,DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-VL2
Aixin Liu,Chong Ruan,6,0.09239601375322469,DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-VL2
Aixin Liu,H. Zhang,4,0.027618685818002014,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2
Aixin Liu,Shengfeng Ye,3,0.02285678105609725,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report
Bingxuan Wang,H. Zhang,4,0.027618685818002014,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2
Bingxuan Wang,Qinyu Chen,7,0.13458889549834524,Conditional Memory；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Ruizhe Pan,5,0.031350029101584104,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Shengfeng Ye,3,0.02285678105609725,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report
Bingxuan Wang,Xiaohan Wang,5,0.031350029101584104,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Xinyu Yang,5,0.031350029101584104,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Yongqiang Guo,5,0.031350029101584104,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Yuduan Wang,5,0.031350029101584104,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Zihui Gu,6,0.0576658185752683,DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Zilin Li,5,0.031350029101584104,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Chenggang Zhao,Ruizhe Pan,5,0.031350029101584104,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Chenggang Zhao,Xiaohan Wang,5,0.031350029101584104,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Chenggang Zhao,Xinyu Yang,5,0.031350029101584104,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Chenggang Zhao,Yongqiang Guo,5,0.031350029101584104,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Chenggang Zhao,Yuduan Wang,5,0.031350029101584104,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Chenggang Zhao,Zihui Gu,6,0.0576658185752683,DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Chenggang Zhao,Zilin Li,5,0.031350029101584104,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Chong Ruan,Huajian Xin,6,0.26918031046786195,DeepSeek-Prover；DeepSeek-Prover-V1.5；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report
Chong Ruan,Xiaokang Chen,8,0.3126687104202654,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2；Janus；Janus-Pro
Chong Ruan,Xuan Lu,3,0.09824975173783515,DeepSeek-Coder-V2；DeepSeek-Prover-V1.5；DeepSeek-V2
Chong Ruan,Y. X. Wei,5,0.1657139239132401,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；Insights into DeepSeek-V3；Native Sparse Attention
Damai Dai,Jingyang Yuan,7,0.15541017947752395,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；Native Sparse Attention；mHC
Damai Dai,Lean Wang,7,0.15541017947752395,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；Native Sparse Attention；mHC
Damai Dai,Liang Zhao,8,0.1938717179390624,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2；Native Sparse Attention；mHC
Damai Dai,Qinyu Chen,7,0.13458889549834524,Conditional Memory；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Damai Dai,Wang Zihan,2,0.20943396226415095,DeepSeek-V2；ESFT
Damai Dai,Y. X. Wei,5,0.1657139239132401,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；Insights into DeepSeek-V3；Native Sparse Attention
Damai Dai,Zhuoshu Li,6,0.23135002910158411,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；ESFT
Dejian Yang,Xuan Lu,3,0.09824975173783515,DeepSeek-Coder-V2；DeepSeek-Prover-V1.5；DeepSeek-V2
Deli Chen,Wang Zihan,2,0.20943396226415095,DeepSeek-V2；ESFT
Deli Chen,Zhuoshu Li,6,0.23135002910158411,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；ESFT
Huajian Xin,Qihao Zhu,6,0.26918031046786195,DeepSeek-Prover；DeepSeek-Prover-V1.5；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report
Huazuo Gao,Jingyang Yuan,7,0.15541017947752395,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；Native Sparse Attention；mHC
Huazuo Gao,Lean Wang,7,0.15541017947752395,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；Native Sparse Attention；mHC
Huazuo Gao,Liang Zhao,8,0.1938717179390624,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2；Native Sparse Attention；mHC
Liyue Zhang,Yixuan Tan,6,0.11468336243491743,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DualPath
Liyue Zhang,Yuxuan Liu,8,0.24493546327525356,DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DualPath；Insights into DeepSeek-V3
Panpan Huang,Yixuan Tan,6,0.11468336243491743,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DualPath
Panpan Huang,Yuxuan Liu,7,0.18611193386348887,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DualPath；Insights into DeepSeek-V3
Wen Liu,Xiaokang Chen,8,0.3126687104202654,DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2；Janus；Janus-Pro
Z. Z. Ren,Zhihong Shao,7,0.2739422152297667,DeepSeek-Prover-V1.5；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeekMath-V2
Chong Ruan,Zhizhou Ren,2,0.1287313432835821,DeepSeek-Prover；DeepSeek-V4
Daya Guo,Zhizhou Ren,2,0.1287313432835821,DeepSeek-Prover；DeepSeek-V4
Zhibin Gou,Zhihong Shao,8,0.2945553857228821,DeepSeek-Coder-V2；DeepSeek-Prover-V1.5；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMath-V2
Chong Ruan,Haocheng Wang,4,0.134746348203711,DeepSeek-Prover-V1.5；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V3 Technical Report
Chong Ruan,Wanjia Zhao,4,0.134746348203711,DeepSeek-Prover-V1.5；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V3 Technical Report
Chong Ruan,Z. F. Wu,6,0.14323959624919788,DeepSeek-Prover-V1.5；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Dejian Yang,Haocheng Wang,4,0.134746348203711,DeepSeek-Prover-V1.5；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V3 Technical Report
Dejian Yang,Wanjia Zhao,4,0.134746348203711,DeepSeek-Prover-V1.5；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V3 Technical Report
Dejian Yang,Z. F. Wu,6,0.14323959624919788,DeepSeek-Prover-V1.5；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Z. Z. Ren,Zhibin Gou,6,0.26450825296561575,DeepSeek-Prover-V1.5；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeekMath-V2
Chengyue Wu,Chong Ruan,2,0.13846153846153847,DeepSeek-VL2；Janus
Chengyue Wu,Wen Liu,2,0.13846153846153847,DeepSeek-VL2；Janus
Chong Ruan,Xingchao Liu,7,0.30323474815611445,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2；Janus；Janus-Pro
Chong Ruan,Yiyang Ma,6,0.16037760529897163,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2；Janus
Chong Ruan,Zhiyu Wu,7,0.30323474815611445,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2；Janus；Janus-Pro
Chong Ruan,Zizheng Pan,7,0.30323474815611445,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2；Janus；Janus-Pro
Wen Liu,Xingchao Liu,7,0.30323474815611445,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2；Janus；Janus-Pro
Wen Liu,Yiyang Ma,6,0.16037760529897163,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2；Janus
Wen Liu,Zhiyu Wu,7,0.30323474815611445,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2；Janus；Janus-Pro
Wen Liu,Zizheng Pan,7,0.30323474815611445,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2；Janus；Janus-Pro
Aixin Liu,Jiawei Wang,3,0.05188435725348477,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-VL2
Aixin Liu,Kai Hu,3,0.05188435725348477,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-VL2
Bingxuan Wang,Jiawei Wang,3,0.05188435725348477,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-VL2
Bingxuan Wang,Kai Hu,3,0.05188435725348477,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-VL2
Bingxuan Wang,Yisong Wang,5,0.06037760529897161,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2
Chong Ruan,Yisong Wang,5,0.06037760529897161,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2
Aixin Liu,Kexin Huang,3,0.01818472355385107,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2
Aixin Liu,Xinyuan Li,3,0.01818472355385107,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2
Aixin Liu,Yue Gong,3,0.01818472355385107,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2
Bing Xue,Bingxuan Wang,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bing Xue,Bochao Wu,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bing Xue,Fucong Dai,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bing Xue,Jingchang Chen,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bing Xue,Junlong Li,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bing Xue,Kexin Huang,3,0.01818472355385107,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2
Bing Xue,Litong Wang,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bing Xue,Qiancheng Wang,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bing Xue,Ruisong Zhang,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bing Xue,Runji Wang,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bing Xue,Ruoyu Zhang,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bing Xue,Shuting Pan,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bing Xue,Tao Yun,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bing Xue,Xinyuan Li,3,0.01818472355385107,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2
Bing Xue,Xuheng Lin,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bing Xue,Y. Q. Wang,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bing Xue,Yang Zhang,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bing Xue,Yi Yu,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bing Xue,Yifan Shi,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bing Xue,Yuan Ou,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bing Xue,Yue Gong,3,0.01818472355385107,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2
Bing Xue,Yunfan Xiong,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bing Xue,Yuyang Zhou,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bing Xue,Zhicheng Ma,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bing Xue,Zhigang Yan,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bing Xue,Zijia Zhu,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bing Xue,Ziyi Gao,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Bochao Wu,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Fucong Dai,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Jingchang Chen,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Junlong Li,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Litong Wang,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Qiancheng Wang,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Ruisong Zhang,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Runji Wang,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Ruoyu Zhang,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Shuting Pan,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Tao Yun,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Xin Cheng,5,0.09883914376051008,Conditional Memory；DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Xuheng Lin,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Y. Q. Wang,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Yang Zhang,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Yi Yu,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Yifan Shi,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Yuan Ou,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Yunfan Xiong,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Yuyang Zhou,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Zhicheng Ma,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Zhigang Yan,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Zijia Zhu,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Bingxuan Wang,Ziyi Gao,4,0.02191606683743316,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Chengda Lu,Shirong Ma,5,0.1469160668374332,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMath-V2
Chengda Lu,Xiaokang Zhang,5,0.1469160668374332,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMath-V2
Chengda Lu,Yuxiang Luo,5,0.1469160668374332,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMath-V2
Chenggang Zhao,Kuai Yu,5,0.07454764578480157,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；mHC
Chenggang Zhao,Zhean Xu,5,0.07454764578480157,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；mHC
Chengqi Deng,Kuai Yu,5,0.07454764578480157,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；mHC
Chengqi Deng,Zhean Xu,5,0.07454764578480157,DeepSeek-R1；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；mHC
