paper_id,short_title,stage,year_month,clean_author_name,raw_author_name_from_clean_table,raw_author_name_from_role_list,role_groups,role_groups_zh,is_research_engineering,is_data_annotation,is_business_compliance,is_author_list_only_unspecified,departed_mark,in_clean_author_table,in_role_appendix,role_source_note
2405.04434,DeepSeek-V2,V2,2024-05,Zhuoshu Li,Li Zhuoshu,Zhuoshu Li,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2405.04434,DeepSeek-V2,V2,2024-05,Zihui Gu,Gu Zihui,Zihui Gu,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2405.04434,DeepSeek-V2,V2,2024-05,Zilin Li,Li Zilin,Zilin Li,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2405.04434,DeepSeek-V2,V2,2024-05,Ziwei Xie,Xie Ziwei,Ziwei Xie,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Aixin Liu,Aixin Liu,Aixin Liu,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Bei Feng,Bei Feng,Bei Feng,Data Annotation,数据标注,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Bing Xue,Bing Xue,Bing Xue,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Bingxuan Wang,Bingxuan Wang,Bingxuan Wang,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Bochao Wu,Bochao Wu,Bochao Wu,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Chengda Lu,Chengda Lu,Chengda Lu,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Chenggang Zhao,Chenggang Zhao,Chenggang Zhao,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Chengqi Deng,Chengqi Deng,Chengqi Deng,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Chenyu Zhang,Chenyu Zhang,Chenyu Zhang*,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Chong Ruan,Chong Ruan,Chong Ruan,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Damai Dai,Damai Dai,Damai Dai,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Daya Guo,Daya Guo,Daya Guo,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Dejian Yang,Dejian Yang,Dejian Yang,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Deli Chen,Deli Chen,Deli Chen,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Dongjie Ji,Dongjie Ji,Dongjie Ji,Business & Compliance,商务与合规,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Erhang Li,Erhang Li,Erhang Li,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Fangyun Lin,Fangyun Lin,Fangyun Lin,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Fucong Dai,Fucong Dai,Fucong Dai,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Fuli Luo,Fuli Luo,Fuli Luo*,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Guangbo Hao,Guangbo Hao,Guangbo Hao,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Guanting Chen,Guanting Chen,Guanting Chen,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Guowei Li,Guowei Li,Guowei Li,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,H. Zhang,H. Zhang,H. Zhang,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Han Bao,Han Bao,Han Bao*,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Hanwei Xu,Hanwei Xu,Hanwei Xu,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Haocheng Wang,Haocheng Wang,Haocheng Wang*,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Haowei Zhang,Haowei Zhang,Haowei Zhang,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Honghui Ding,Honghui Ding,Honghui Ding,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Huajian Xin,Huajian Xin,Huajian Xin*,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Huazuo Gao,Huazuo Gao,Huazuo Gao,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Hui Li,Hui Li,Hui Li,Data Annotation,数据标注,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Hui Qu,Hui Qu,Hui Qu,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,J. L. Cai,J. L. Cai,J.L. Cai,Data Annotation,数据标注,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Jian Liang,Jian Liang,Jian Liang,Business & Compliance,商务与合规,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Jianzhong Guo,Jianzhong Guo,Jianzhong Guo,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Jiaqi Ni,Jiaqi Ni,Jiaqi Ni,Data Annotation,数据标注,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Jiashi Li,Jiashi Li,Jiashi Li,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Jiawei Wang,Jiawei Wang,Jiawei Wang*,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Jin Chen,Jin Chen,Jin Chen,Business & Compliance,商务与合规,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Jingchang Chen,Jingchang Chen,Jingchang Chen,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Jingyang Yuan,Jingyang Yuan,Jingyang Yuan,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Junjie Qiu,Junjie Qiu,Junjie Qiu,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Junlong Li,Junlong Li,Junlong Li,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Junxiao Song,Junxiao Song,Junxiao Song,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Kai Dong,Kai Dong,Kai Dong,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Kai Hu,Kai Hu,Kai Hu*,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Kaige Gao,Kaige Gao,Kaige Gao,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Kang Guan,Kang Guan,Kang Guan,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Kexin Huang,Kexin Huang,Kexin Huang,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Kuai Yu,Kuai Yu,Kuai Yu,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Lean Wang,Lean Wang,Lean Wang,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Lecong Zhang,Lecong Zhang,Lecong Zhang,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Lei Xu,Lei Xu,Lei Xu,Data Annotation,数据标注,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Leyi Xia,Leyi Xia,Leyi Xia,Business & Compliance,商务与合规,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Liang Zhao,Liang Zhao,Liang Zhao,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Litong Wang,Litong Wang,Litong Wang,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Liyue Zhang,Liyue Zhang,Liyue Zhang,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Meng Li,Meng Li,Meng Li,Data Annotation,数据标注,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Miaojun Wang,Miaojun Wang,Miaojun Wang,Business & Compliance,商务与合规,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Mingchuan Zhang,Mingchuan Zhang,Mingchuan Zhang,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Minghua Zhang,Minghua Zhang,Minghua Zhang,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Minghui Tang,Minghui Tang,Minghui Tang,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Mingming Li,Mingming Li,Mingming Li,Business & Compliance,商务与合规,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Ning Tian,Ning Tian,Ning Tian,Data Annotation,数据标注,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Panpan Huang,Panpan Huang,Panpan Huang,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Peiyi Wang,Peiyi Wang,Peiyi Wang,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Peng Zhang,Peng Zhang,Peng Zhang,Business & Compliance,商务与合规,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Qiancheng Wang,Qiancheng Wang,Qiancheng Wang,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Qihao Zhu,Qihao Zhu,Qihao Zhu,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Qinyu Chen,Qinyu Chen,Qinyu Chen,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Qiushi Du,Qiushi Du,Qiushi Du,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,R. J. Chen,R. J. Chen,R.J. Chen,Data Annotation,数据标注,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,R. L. Jin,R. L. Jin,R.L. Jin,Data Annotation,数据标注,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Ruiqi Ge,Ruiqi Ge,Ruiqi Ge,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Ruisong Zhang,Ruisong Zhang,Ruisong Zhang,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Ruizhe Pan,Ruizhe Pan,Ruizhe Pan,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Runji Wang,Runji Wang,Runji Wang,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Runxin Xu,Runxin Xu,Runxin Xu,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Ruoyu Zhang,Ruoyu Zhang,Ruoyu Zhang,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Ruyi Chen,Ruyi Chen,Ruyi Chen,Data Annotation,数据标注,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,S. S. Li,S. S. Li,S.S. Li,Data Annotation,数据标注,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Shanghao Lu,Shanghao Lu,Shanghao Lu,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Shangyan Zhou,Shangyan Zhou,Shangyan Zhou,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Shanhuang Chen,Shanhuang Chen,Shanhuang Chen,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Shaoqing Wu,Shaoqing Wu,Shaoqing Wu,Business & Compliance,商务与合规,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Shengfeng Ye,Shengfeng Ye,Shengfeng Ye | Shengfeng Ye,Research & Engineering | Business & Compliance,研发与工程 | 商务与合规,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Shirong Ma,Shirong Ma,Shirong Ma,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Shiyu Wang,Shiyu Wang,Shiyu Wang,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Shuang Zhou,Shuang Zhou,Shuang Zhou,Data Annotation,数据标注,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Shuiping Yu,Shuiping Yu,Shuiping Yu,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Shunfeng Zhou,Shunfeng Zhou,Shunfeng Zhou,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Shuting Pan,Shuting Pan,Shuting Pan,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,T. Wang,T. Wang,T. Wang,Business & Compliance,商务与合规,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Tao Yun,Tao Yun,Tao Yun,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Tian Pei,Tian Pei,Tian Pei,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Tianyu Sun,Tianyu Sun,Tianyu Sun,Data Annotation,数据标注,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,W. L. Xiao,W. L. Xiao,W.L. Xiao,Business & Compliance,商务与合规,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Wangding Zeng,Wangding Zeng,Wangding Zeng,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Wanjia Zhao,Wanjia Zhao,Wanjia Zhao*,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Wei An,Wei An,Wei An,Business & Compliance,商务与合规,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Wen Liu,Wen Liu,Wen Liu,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Wenfeng Liang,Wenfeng Liang,Wenfeng Liang,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Wenjun Gao,Wenjun Gao,Wenjun Gao,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Wenqin Yu,Wenqin Yu,Wenqin Yu,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Wentao Zhang,Wentao Zhang,Wentao Zhang,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,X. Q. Li,X. Q. Li,X.Q. Li,Data Annotation,数据标注,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2412.19437,DeepSeek-V3 Technical Report,V3,2024-12,Xiangyue Jin,Xiangyue Jin,Xiangyue Jin,Data Annotation,数据标注,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
